[ 2015-02-11T00:00:37+08:00 ] /thinkphpTest/admin.php/Memo/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001941s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001279s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001344s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.005218s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | SQL: SELECT * FROM `think_user` WHERE username ='ruby97' LIMIT 1   [ RunTime:0.005694s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | SQL: SELECT * FROM `think_user` WHERE username ='ruby97' AND password = '405958c9e0888f6ddc6221f90576490c' LIMIT 1   [ RunTime:0.000242s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001303s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001394s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run ParseTemplate Behavior [ RunTime:0.015396s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015494s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run ContentReplace Behavior [ RunTime:0.000815s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run TokenBuild Behavior [ RunTime:0.000854s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001140s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001181s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004204s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000875s ]
[ 2015-02-11T19:21:02+08:00 ] /thinkphpTest/admin.php/Login/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000942s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002391s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002746s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003638s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003962s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001022s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001126s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.018163s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018255s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.000452s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.000392s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000455s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001395s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002901s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000437s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000499s ]
[ 2015-02-11T19:21:03+08:00 ] /thinkphpTest/admin.php/Login/resources/images/closelabel.gif | ERR: (ThinkException) 非法操作resources
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run CheckRoute Behavior [ RunTime:0.003167s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003542s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001701s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001808s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  login_user ArticleAction.class.php 第 9 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  HTTP_REFERER Action.class.php 第 367 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001378s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001447s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.016280s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016357s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000868s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000889s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000617s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001253s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003789s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001170s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001243s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.113712s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT COUNT(*) AS tp_count FROM `think_article` WHERE isSubmitted=1 LIMIT 1   [ RunTime:0.004614s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT * FROM `think_article` WHERE isSubmitted=1 LIMIT 0,5   [ RunTime:0.001423s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000582s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.160153s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  dashboard 4cf132cdb6642034410dbfb2ab3160bc.php 第 36 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 40 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 44 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 45 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_article 4cf132cdb6642034410dbfb2ab3160bc.php 第 52 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_draft 4cf132cdb6642034410dbfb2ab3160bc.php 第 54 行.
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.040004s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.144411s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000242s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000266s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000114s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.180718s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000042s ]
[ 2015-02-11T19:21:15+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.180744s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run CheckRoute Behavior [ RunTime:0.001002s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001095s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000543s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000598s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  login_user ArticleAction.class.php 第 9 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000607s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000689s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015877s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015973s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000414s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000387s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000538s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001244s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002788s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000409s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000464s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.004133s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT COUNT(*) AS tp_count FROM `think_article` WHERE isSubmitted=1 LIMIT 1   [ RunTime:0.008409s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT * FROM `think_article` WHERE isSubmitted=1 LIMIT 0,5   [ RunTime:0.000230s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000074s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.046623s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  dashboard 4cf132cdb6642034410dbfb2ab3160bc.php 第 36 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 40 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 44 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 45 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_article 4cf132cdb6642034410dbfb2ab3160bc.php 第 52 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_draft 4cf132cdb6642034410dbfb2ab3160bc.php 第 54 行.
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.010440s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.030767s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000214s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000235s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000015s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000069s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.038573s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000024s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.038982s ]
[ 2015-02-11T19:21:16+08:00 ] /thinkphpTest/admin.php/Article/resources/images/closelabel.gif | ERR: (ThinkException) 非法操作resources
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run CheckRoute Behavior [ RunTime:0.001214s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001375s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000877s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001005s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  login_user ArticleAction.class.php 第 9 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000540s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000602s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.011955s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012023s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000325s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000343s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000447s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000991s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002260s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000417s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000475s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.003977s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT COUNT(*) AS tp_count FROM `think_article` WHERE isSubmitted=1 LIMIT 1   [ RunTime:0.006306s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | SQL: SELECT * FROM `think_article` WHERE isSubmitted=1 LIMIT 0,5   [ RunTime:0.000242s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000502s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.039929s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  dashboard 4cf132cdb6642034410dbfb2ab3160bc.php 第 36 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 40 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 44 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_memo 4cf132cdb6642034410dbfb2ab3160bc.php 第 45 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  new_article 4cf132cdb6642034410dbfb2ab3160bc.php 第 52 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | NOTIC: [8] Undefined index:  manage_draft 4cf132cdb6642034410dbfb2ab3160bc.php 第 54 行.
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ParseTemplate Behavior [ RunTime:0.010915s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.028443s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ContentReplace Behavior [ RunTime:0.000212s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run TokenBuild Behavior [ RunTime:0.000232s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000015s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000071s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.037163s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --START--
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000069s ]
[ 2015-02-11T19:21:17+08:00 ] /thinkphpTest/admin.php/Article/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.038413s ]
